2025-10-29 19:34:45 INFO  TC001_RegisterTest:15 - URL is opened
2025-10-29 19:34:46 INFO  TC001_RegisterTest:19 - User clicked on register Link
2025-10-29 19:34:46 INFO  TC001_RegisterTest:22 - User Entered the First Name.
2025-10-29 19:34:46 INFO  TC001_RegisterTest:25 - User Entered the Last Name.
2025-10-29 19:34:46 INFO  TC001_RegisterTest:28 - User Entered the Address.
2025-10-29 19:34:46 INFO  TC001_RegisterTest:31 - User Entered the City.
2025-10-29 19:34:46 INFO  TC001_RegisterTest:34 - User Entered the State.
2025-10-29 19:34:47 INFO  TC001_RegisterTest:37 - User Entered the ZipCode.
2025-10-29 19:34:47 INFO  TC001_RegisterTest:40 - User Entered the PhoneNumber.
2025-10-29 19:34:47 INFO  TC001_RegisterTest:43 - User Entered the Ssn.
2025-10-29 19:34:47 INFO  TC001_RegisterTest:46 - User Entered the Username.
2025-10-29 19:34:47 INFO  TC001_RegisterTest:51 - User Entered the Password.
2025-10-29 19:34:47 INFO  TC001_RegisterTest:54 - User Entered the RepeatedPassword.
2025-10-29 19:34:48 INFO  TC001_RegisterTest:63 - Account created successfully! Message displayed: Your account was created successfully. You are now logged in.
2025-10-29 19:34:51 INFO  TC002_LoginTest:14 - URL is opened
2025-10-29 19:34:51 INFO  TC002_LoginTest:19 - User entered the User Name:
2025-10-29 19:34:52 INFO  TC002_LoginTest:21 - User entered the password:
2025-10-29 19:34:54 INFO  TC002_LoginTest:24 - User clicked on Login Button
2025-10-29 19:34:56 INFO  TC002_LoginTest:36 - User not able to logout!
2025-10-29 19:34:59 INFO  TC003_OpenNewAccountTest:15 - URL is opened
2025-10-29 19:34:59 INFO  TC003_OpenNewAccountTest:20 - User entered the User Name:
2025-10-29 19:34:59 INFO  TC003_OpenNewAccountTest:23 - User entered the password:
2025-10-29 19:35:02 INFO  TC003_OpenNewAccountTest:27 - User clicked on Login Button
2025-10-29 19:35:04 INFO  TC003_OpenNewAccountTest:31 - user clicked on Open New Account
2025-10-29 19:35:05 INFO  TC003_OpenNewAccountTest:38 - Clicked on 'Open New Account' submit button
2025-10-29 19:35:08 INFO  TC004_TransferFundsTest:15 - URL is opened
2025-10-29 19:35:08 INFO  TC004_TransferFundsTest:20 - User entered the User Name:
2025-10-29 19:35:08 INFO  TC004_TransferFundsTest:23 - User entered the password:
2025-10-29 19:35:24 INFO  TC005_BillPayTest:16 - URL is opened
2025-10-29 19:35:24 INFO  TC005_BillPayTest:22 - User entered the User Name:
2025-10-29 19:35:25 INFO  TC005_BillPayTest:25 - User entered the password:
2025-10-29 19:35:27 INFO  TC005_BillPayTest:29 - User clicked on Login Button
2025-10-29 19:35:29 INFO  TC005_BillPayTest:33 - user clicked on Bill Payament Menu! 
2025-10-29 19:35:30 INFO  TC005_BillPayTest:37 - User entered the name.
2025-10-29 19:35:30 INFO  TC005_BillPayTest:39 - User entered the Address.
2025-10-29 19:35:31 INFO  TC005_BillPayTest:41 - User entered the City.
2025-10-29 19:35:31 INFO  TC005_BillPayTest:43 - User entered the State.
2025-10-29 19:35:31 INFO  TC005_BillPayTest:45 - User entered the zipCode.
2025-10-29 19:35:32 INFO  TC005_BillPayTest:48 - User entered the Phone Number.
2025-10-29 19:35:32 INFO  TC005_BillPayTest:50 - User entered the AccountNumber.
2025-10-29 19:35:32 INFO  TC005_BillPayTest:52 - User Verified the Account.
2025-10-29 19:35:33 INFO  TC005_BillPayTest:58 - User choose to account from #
2025-10-29 19:35:33 INFO  TC005_BillPayTest:61 - User Send Payment!
2025-10-29 19:35:47 INFO  TC006_ApplyLoanTest:37 - Loan approval message verified
2025-10-29 19:35:47 INFO  TC006_ApplyLoanTest:42 - Loan status is Approved. Test Passed!
2025-10-29 19:35:53 INFO  TC007_LoginDDT:26 - ***login started******
2025-10-29 19:35:56 INFO  TC007_LoginDDT:26 - ***login started******
2025-10-29 19:36:08 INFO  TC007_LoginDDT:26 - ***login started******
2025-10-29 19:36:21 INFO  TC007_LoginDDT:26 - ***login started******
2025-10-29 19:36:24 INFO  TC007_LoginDDT:26 - ***login started******
2025-10-29 19:36:39 INFO  TC008_HomePageTest:21 - User entered the User Name:
2025-10-29 19:36:39 INFO  TC008_HomePageTest:23 - User entered the password:
2025-10-29 19:36:42 INFO  TC008_HomePageTest:28 - Clicked About Us link
